Source,Target,Weight
5907708401100117,13089010401210238,9768
1301605101060115,4108108401210412,2254
24028029063089,50060013302360267,11930
80190210910143,6407609201040412,2139
240370570760236,2207708001170161,13270
190610800890236,5306006802220238,10421
29079010501190121,160330500530104,-2320
380430580590222,11037051079099,6154
17024043053067,4058010702220267,8255
402105901020412,240440620670161,10742
50860890990222,43067011502540266,12641
16038060064081,12019024067076,4913
402402502360254,2106208901260134,3512
35051053058076,2903107901170121,5509
6408009901210222,10210580770412,6599
2403806402220254,1005406702540412,6961
35048011901340267,70100180770111,8275
1305908101100117,502505801040115,6283
15020024025061,5108909201060238,4622
107054056081,370510840990126,5698
390640810910412,2903805301210122,160
5070230450110,37086011501200236,8401
20025051063082,2405909901170236,6134
1602305102540412,1102208001030412,14602
100150620860267,24034011701220236,567
5022025050053,802405102540412,3585
210610640920412,2904407901100157,11665
150102010601070127,350102010501430222,11076
3805808902220254,67082010201170254,5584
240620640670117,2605506801330154,6923
70130150890254,9076010702220412,5125
506708301260143,403705101020117,1122
1504307701430238,40130280960412,6714
180580790900254,1001906701210412,2908
702503501140222,16021056064089,-887
110510550890126,1302106101070143,6242
2503106401610236,50170590890222,9328
39064010401150412,2207608001260143,7439
80160300510157,500560820890222,3271
25067010601150121,64086016102220412,1992
902509801170236,150550590620267,3621
80121015702360412,38039051092098,5554
3024025064081,70130180280412,14219
7015029031089,1306307502360412,5572
402503601040254,1605605801190134,2510
280370810840238,2106408901060127,4997
100190240840222,13029068077089,-3198
160240510590412,701308901040106,-5347
620670840890157,24081010501200143,12231
4022054059076,1602205801570267,4818
210550790890121,705108001540267,7216
2505107601140254,290340580770267,4984
160770810890157,5807609601040254,8592
19043013301340157,36091010602360267,11595
11023034043067,6107608902360412,9237
110290390840117,67099010201310143,7670
360122012701330412,26051059064084,4182
58064013402220412,310400640810134,5619
1102509601030114,51064015702380412,6650
1706408001020222,2202408501570236,4153
170550670920121,24029010301430254,1807
1905506401610236,2505109802220254,6039
1302406401190238,170550560620104,6751
9029013101430157,370510550770121,4157
80110210640105,550800890920133,3309
110510610760114,250320670860103,-6470
43080010301140222,1902508601570222,7137
2403707601570222,320390550610104,1926
23075010302220412,1002907701170157,-394
905107601260412,4004207701150238,1600
15019037076092,2203104501140143,6828
5070220580412,903908901030236,10154
4405306401570238,1050380510222,9983
110550670750412,560102011202220412,-2454
110260360540222,4005105401210126,8251
901005101150412,5025010301220236,6442
2202803301310412,7051064076089,7527
290630640780412,44062010401050154,3117
100170380590267,43058011901210127,7155
100250510670115,2706408402220412,4013
360400500810121,13055057067089,4803
7015040048064,560810850890105,1468
240430810890238,2503204201170121,-1316
2905806401310412,37051058090092,11176
80630670750102,1102209101220143,-342
5080250430120,5305606701150126,790
9017025067077,5807609901110236,4993
130220450760154,1908108901540157,8570
63081010201430254,1201605401540157,2259
1508109901020107,2605109201340254,1805
50170250670157,70160240450105,8605
320510580740117,3505807401100143,8019
4011012029080,1007507902360267,804
1806708901020127,55068010201220157,-1440
14040051075099,50250320430236,-1795
907508901100157,18086010601120412,1536
5025051061076,70640810890102,1718
402906401020143,103608002220412,9138
1004308602220238,150370580640115,2452
510770890910134,90530580620222,7974
160310340670254,1010051056060,9159
50240430510103,6108008901020104,7018
40100250620236,5077081085089,4469
1602808601050236,70640680760119,987
220350380620102,20808901150222,13934
53067010401200134,24060016102220238,1701
340510640920101,3804205501140412,6936
18032034037075,290610620890102,16069
600890910980236,1303806401190412,2182
170230380430110,1606106201040157,6549
807709101040267,430107014302360238,300
5015016076080,280107012101570238,1032
70100160220412,902506801270222,2973
510580760770157,50290400640161,5899
1020105010602360412,18023037067077,6672
10130180760121,1602907701070412,4854
90450530960121,70560810890157,-3369
1602308101020236,5307408101030154,8475
2904105301220161,70510580800412,5294
240510740750117,601006001020115,-5388
190290920980412,240400560760222,7830
20240430530119,1804305601170121,9510
11017011001210143,350370670990157,12626
250111012202220238,11099010201100267,6256
502006701310254,60240610890120,-872
703809901100121,40360430920222,13580
3705807601100121,15023025064099,5144
26035039042084,230250380750236,6257
4090220750143,9021034074098,2413
408022080092,101103801040157,1490
24025058089096,24032061067089,-79
2402606401040238,290530550640131,-1067
2903809202540267,3908909101060236,4629
64080010502360412,13029011701210238,1665
240640760890236,230760810920267,6297
170630750890119,7708909201210161,6366
61090010201070157,25055058067077,1140
530560680840236,1906707601570238,-378
2505106401020134,1601801901190131,7284
40530750820102,51075010301110412,3391
10019011502220412,501704501040161,8034
2504808602220238,40502401190412,10710
80190890920110,3806208002360412,2008
140114011901200412,5017058076077,10624
2303806701310412,5806109201170119,6511
21038064086089,906109201100120,-2557
540560610670157,701002901220412,10591
11023010501190412,40709801040122,7160
110160230550222,1002907601430254,9233
5506409201430236,8067010201610267,7663
403905301110222,400114012002220238,9251
40055014302220254,10701901430236,1967
320430550620104,240250360670127,1379
53092011401310238,5015016039045,416
505308101150267,540610630770114,1630
24084010701140238,24037051072099,1744
540107011001540412,160180550810102,8032
50530590810236,160240290760102,751
80290890980119,1002108201020236,6336
280380640990222,360740810980412,16385
670770860890117,5305806401340236,3179
5040051076092,3507609202360412,2093
6406708101170154,86089010201040131,1052
160170250670121,380500640670412,4836
11024037055081,110160240630236,2032
18037076077092,80180720890112,2752
29098012101430161,530550640670254,6614
108037060067,29062010601150143,3
90180240620131,39044051061092,5167
5607508901040117,1002503901210236,1941
240440760820119,2067010501070157,7482
2605106401310157,140290640800238,2959
64091011001170157,16018019022058,8535
240450510760102,4306407701340157,105
5106407701210267,43055010201070222,9965
240550810920102,45051053058085,5848
50230440900222,250340800920104,-2083
1070430980222,160170440580110,2813
10607019056,1051012201570254,3198
53086010601170119,60120590990157,538
220500530830121,4307609801040105,-6145
410121013402220412,1070130670119,7115
701007501040412,1905307601260222,6349
400510590640115,290430720920112,3678
1606407801040161,40510590640143,3405
2506708101210412,560103011901430254,8915
410450510890121,1602306201040134,1970
160510560580412,2408109901140412,9397
110580760810143,902502901270161,-1371
1602506701150254,360370510640103,6092
38045022202540412,16019010601190134,-4399
170200330900133,10190500860117,3623
2503305801040113,7013029040081,3375
80640760790119,430540560670238,2946
2205308401060157,701105802220412,7589
1002206401430157,4022025056064,330
170240740750412,40210530840121,-545
250320760960238,70380530770236,5732
405105601220412,17056023602380267,-5508
3706206301190133,110200240810222,8752
1022064075076,7067010201540157,9332
4024028051076,701105001570236,11740
90290610640107,2102206101020254,5590
180210230580412,1020033067075,9534
1807708502380412,2405806701570412,3695
7077081086089,401101901430236,7386
4805609901190238,70180410640412,4429
2905807901540157,207507901430236,5079
39092011102220412,58064010502360412,3056
10080010201050119,60320530840238,-2549
1103805101140412,30505801190267,2340
2406407401570222,170670760890154,-3150
20067010501540412,1903705101540412,2400
1602405101610266,50240500510412,10331
2905607501270143,350760810890102,3538
17029035037099,906208101140134,11312
6107508901140222,17019081084098,9091
7067012101540412,210350370580105,3232
230250350510115,8011016018099,6584
29039055064079,200240670800238,17588
100180560760143,705408901020222,2796
2208409201110143,28059010401570412,10272
22024031036037,502906401610412,8372
160190310760236,1703706401270222,-2462
530560690750104,540640810890134,1640
370550580620110,1907508901050222,7318
5010017018024,70150320480143,8489
5408909901570222,100590670760101,12096
5105506201020412,2706007401260157,9861
4006406701340157,2904508501210412,5074
240420610790107,2070350670115,4054
202207601020238,290590760990254,1911
6407509901040106,5106808601020103,12993
2206408001030412,1040350860104,1112
50708101260267,290400620770143,-1371
100290890920238,801106701030412,1810
110440550910114,10099012101220236,5132
24053011702360254,2905809101330143,4046
180760770980238,8021050077089,5516
240390510690412,42063064089092,6891
1301605901100266,240510610910121,3878
2407607701190143,40110150580134,1174
30220280640127,29036038058079,1862
80150160550107,10804101020236,1975
200360670900412,701508001110154,10596
110220750760115,110240840890154,375
1606406701210143,1106107501430236,2320
400103010501070111,2404305102380254,9049
1304306701020238,12020038064067,4885
3906408101340161,240550670680412,7303
5808008901050110,100400480760119,6119
1602404802220412,702206401210412,4796
210240270610143,90121012601340222,6666
28031037055067,60160550770157,-2551
250550640800222,1106106701210412,-768
29051011901430238,3405908001190161,3172
160170480840238,67076080084085,6698
9018024029099,705309201020236,4072
510750900920267,57089010501260236,9663
15017010201430267,1101608301220236,6781
230400550640222,2903508602380412,-694
760770810910126,26051063075077,-105
5025030042058,2405107701570267,328
10016027067086,560670800820154,6741
40061011901260254,920115011701210236,3114
101301501020117,160550640810238,3321
402402501060222,530580640670238,1535
4080560670412,280640670800157,2343
24055011401430238,20080011001270154,-3930
70160510560161,13029043080099,8134
60530840860113,1301909801040412,3265
31092022202380412,7010058067077,8193
400103011401270236,1906406701150412,1649
1005309902360254,64084010201330412,-1029
16064023602380412,24077011901570412,3363
80640800810238,1029053064092,7102
80430770810157,70290810990238,10906
21023024031038,210770850890238,-31
160290750890105,508011402220412,11306
11098010401050412,4406406701010254,3740
240250380430266,51054061064079,5945
24035012602360267,54067010701170157,4623
450510750890121,100110640770157,363
110400410550119,510550580890111,11715
510620640760157,61085011001260154,-526
2803707601100238,602606701210143,13417
750115012102360412,18053055077092,8324
2402503901150236,15085012101540412,2515
39089012101610236,62076012202220412,5596
2506406701140238,24043051055075,4405
59061013402360254,110360510760267,13639
1005107601260134,1606408501040412,256
160580610640222,190230340420117,383
1003105101070143,506408902220238,4209
390560890990236,4090510760267,6011
250380590810115,5808008401040143,6442
28043050051092,280410610890119,-203
701107901040106,3051053061072,4865
507609001100161,8043053064081,-5431
2007808901190126,204308102380254,1226
206037055067,7010032040051,11559
801102301170222,29058062076084,4599
606406701040238,7010051056076,-2187
1090500670121,10016039051079,4102
50100240610236,770106013302380412,6034
40054010702360238,290550640800115,4830
2506206901170236,10064012101270222,4730
240510530790115,70640800890222,2837
506406701050412,50390400670134,986
701103901430222,230103010402540412,1737
502405301150236,250290610620107,4294
17084022202380267,240290430770131,-1682
150240480900412,53064067076079,3003
370430670980106,53077013401540222,11156
17043051061077,705906402220267,8504
7033039051063,2402506401040134,-2040
1302402501130236,1051010201050122,5331
5405606101430222,50250510990121,6598
110290480500143,1006408101540267,-2862
160240290890157,21025010201150121,10552
56058011702360412,7019036067079,3995
10630640770236,530640690860236,3563
40609901020157,2504208501220254,5792
7024023602540267,10220770900114,1170
240290560790134,80190450800222,8216
701207901100254,340770890920222,733
40240250550119,110290530610117,3575
510560580790115,170190250670121,-5519
5034067079098,3805808901100238,9602
403706401100238,2503506701340412,4895
200450560640236,5508608901020236,8674
807607901020110,28089010201050222,2603
21076077089092,205070670412,-2017
130430510590115,610640810890102,2419
250410640670115,10580620770236,8466
64076010501190412,130230600890236,12317
19076081089092,2405105402380412,6757
1506908901070121,5807708101030412,13771
3805605801170236,2405108901150254,2176
100430760790236,12092011702220254,2104
180430560920117,13021024061089,5823
25035010601100115,290340510890114,2016
100150610800254,24060012701430236,3188
23029030077089,51086010101050266,5575
7064010201100412,80180190530126,11126
51076012101570412,360550620890104,5848
24051061062079,3805606402360412,4976
190850890910236,250560670860161,3935
502406401540238,64067012701570238,7896
890101023602540266,905107701260412,7837
105109201120254,13029043076077,-499
1302507701050110,106709801020157,8447
250620750760119,64081010201150412,-1271
5056010502220412,130250390810143,2809
50705101220267,80100150160412,2385
2104406401220157,2503207601020222,5409
5107407701060412,1506408901020134,-7721
42043054064091,10590610670102,397
48089010301190254,24032038053081,1363
37077010201150222,2002506201050236,-6005
1603906401340222,1102403802360412,2941
150250760770126,16019039043051,1206
13022058064089,31091012102220412,3389
1306107701190412,160750800810117,10934
702105901060120,16062010401570254,5080
100140250810115,120580750760222,2546
1091011002540266,110390510790238,6334
1603806701210266,29037058059069,-171
64081010501330143,11092011401170236,3895
25081010201050154,5106407501570412,3065
902909201570412,16019051086092,3543
36051010501260154,2905607601430412,-2215
240510610640117,11051089092099,10248
1301702201210143,11023025075099,6658
7011024053067,2406407901190238,-229
7708109801430412,9010043062067,2743
640760890920222,11018025061098,-1645
2403906701340412,3805508001190267,4219
550119015702540412,18024041064084,6175
20160350760236,600122015702220412,1512
16080012102360412,230250510550102,6414
50210230840412,130160290900121,2565
1501907701340412,11021061083089,7185
503608902360238,190510610920106,3053
16064011101170222,36051053062092,1045
7507607901210222,502905801310412,5086
510550560620117,16018025064076,1595
540600780810115,13099011901210412,3701
8022013101570161,220420770890131,4507
160350550670102,1602908401540254,-1136
48076081089092,80170670990102,-2418
18022067079081,290550580640412,-3785
50220430580154,2304106701150267,3552
290620670790267,102807701040143,5931
90220440640157,10290760920110,1490
40240290440104,130160760770110,3614
110270760910236,260560810900126,5267
2102403601340143,4028012202360412,5693
1301905102380412,70100590770222,3172
230610640810412,1808009101210133,5613
4305406202360412,5507508102540267,2660
3806408101020143,23089010501140236,2268
1805606401070238,2402906401570412,1587
3109209801330266,38039044064067,-3267
902406102360412,150250370680254,876
5607909201170236,210240400430254,1126
80510640740238,250670770850117,-4545
530102011901210157,410790820890236,5747
1502402501020115,706007502360412,8295
905809201040412,43045064067098,5889
1301905101150412,180200680990102,1415
23043077081099,44060010201100157,11269
240350380510412,1103706901260236,1186
230380510580412,6108909202360254,8578
1050270510117,180370600860238,4715
510580600760412,25038010201050236,-3587
250620810910121,240290770890134,294
560610620640104,2402503601570236,5401
1005305801210236,50250480510238,400
19091011001540412,50530760990222,6051
36048076081089,2107909201020112,3111
59067089091092,50180330530238,4132
2402505101210143,29043010402660412,4733
16043051064068,2503503901150236,7610
15024035037076,1205109201030107,4387
250320510980117,3805806201190143,-2336
13016010401130115,240610670920143,-244
10025061064067,70400600750222,5599
350400510580103,1702508101020412,2
130160670800412,36043010401060267,6500
61077010401220412,16025051056058,13180
503805301020104,3605106201170222,1642
1903607601170236,6707409801070134,12540
250430580590236,16077010401140412,4352
44077010501070222,180230240670412,15551
54067012101340412,702506201190238,6900
60180230250126,190510580760267,-530
101906701120267,502504301040154,2499
590102013402220412,230240760890119,6191
70190240670412,3504405801030236,1846
40580760810412,240250690920119,-1564
1305306201190157,2005808901170236,-1101
50130670760412,25056010201190134,1080
1804807501030412,10430510770115,6299
50370510920121,1307608901020110,3192
230590690830236,501305802220412,5464
702306402220412,25035038051092,6981
11024025030051,1906709201170143,11090
24033051053076,6407908102360412,2993
5405506402360412,2405108901340254,6583
170180760890120,230250600640104,9456
11023043050051,16024053081092,1274
33048010502360412,160240250640104,2387
2906409201050412,702706701570254,7665
35062010401540157,5016012602360412,4554
100150240370119,3806406701570412,-1494
430510540640117,60085011501190412,3320
5058011502360412,70100440920119,2894
67080011101170222,70130810890121,3421
480102010401050412,2504105901570236,4550
24037010201190127,1801909101070412,6890
1903806701570161,6707908401130134,10895
1304006701140121,180530610980121,3622
2202707601140238,7709209801570236,6379
19051010301210267,802405701540222,7379
50200210740105,709029079080,-5334
60190290560161,4011024037051,4244
420430500800114,5070250380236,542
400500580590236,16051056068080,4160
2502706101040121,17062015702360412,3458
24043054061081,250290800860238,3713
705107501170121,16060076081098,7455
51060011701570254,2203107502380267,3692
13025012101570236,53061010701260222,3398
104064067077,250600920960157,848
44091012102220254,130530800990119,3297
19023051089090,860115022202540412,3679
1050056081092,1505706801150412,17146
3906407401100412,290370640810102,-5764
6407709902220238,80380510890154,3727
13015025038077,2309009801040222,9169
24039040051076,58067010301070412,5980
1302409601020238,380510750780107,5266
510630640770267,320370550920222,5851
230250510640115,4064010202360238,-4490
80089023602380266,180122023602380412,3441
4060400640236,590102011501170236,-628
6407708101200143,80260430910222,1088
160310790910222,15024041044064,11621
390610640810412,130200510560121,1527
1002104001120154,2023024034062,1562
90270760810121,320114011901220267,4813
240640810890103,200540590610222,5104
3206707501150117,10025029031062,5609
10079010701170119,51090015702540412,15277
8090210530105,370390510640238,4817
10806401040412,240400510550266,9964
103505101050238,2506106702540266,-503
19024010501150412,1605406701200238,6411
8061023602540412,130290590760238,819
5090580760104,10350850890119,7415
17044056091092,53060062067076,7330
9061010201040412,401001201190122,-314
5016024051053,130400590810102,6029
5011011502360412,10510540990102,562
501308401040412,8089012101570222,5961
2002504101030236,350510610750143,9016
902408102380412,8067011701210154,5382
50150380640143,1908109101070412,2965
904307501190157,20640910960412,-3452
5306006801570236,2802903902220267,1457
1606406701210143,10640750770133,2739
2403709001100114,80110220610143,3339
29061012701570267,2404408401220222,3861
4406008101020103,220260590640115,381
290560580990134,4053064067091,8718
250610640800222,230320810900412,12045
905506202360412,1902305401150222,2843
14035010502360412,240560810840143,4549
2406008501570222,5025067083089,7274
7051064084089,502508101310157,5310
25028064076081,19038043051092,-843
120150640750115,4050350530236,1375
190670760800115,100120750810121,5369
1303408101210412,240250510920238,10308
59064023602380412,190380750890110,5036
2505606201050236,702309201190412,2425
10041011902540412,250510580790121,2678
1002708901040134,40130430510121,5354
4205607601260412,13045051064099,6561
10160190510106,70250290800161,6579
5008008101060412,1005109901050254,1499
37067012001210238,110580810990157,2742
9020045051076,6206407602360267,5174
760810920980101,2077011201430236,1099
1706708001220412,1101303501040112,9155
10030011701260236,2407609901570222,4634
530540630770119,1020117014302380412,3532
24089015702360238,1805806402360412,13266
60102011701210157,9019021048076,4013
130510550640106,1067012102660412,9630
10706801190238,110240670760412,3428
50607016081,20045051056077,-315
10500770860222,16081012101570412,5525
290320390760267,250420500640122,-824
600670860890105,1805106401220412,2353
10021012101430154,90380640980236,-1706
1105105501140127,25058011701430154,2587
13025010101020222,61064011702360266,5212
640670760890105,250670910920154,474
37040051058064,1101305101170412,-1346
2905907901340412,2402804201150143,12492
600640670900412,200240400670238,1992
505806302360412,190510630640143,4025
1902104301020143,43059062080089,7900
240550840890119,2405108901210134,6561
51058010201120143,2408108901570412,3163
180190500640412,40061062064081,5364
250510740910121,1606208001040412,273
53077013102360266,1607609602380266,280
80210770890157,401001801070110,3528
370104011501570254,2405606701050267,7172
4060760980107,90190240990236,6934
36064012602360412,70330530580133,-499
5039010301190154,2402908901310238,3929
160240560610236,29041012001260143,1900
1501903901170127,1051058064074,16262
230310670890115,240430510560412,7917
12013011901210126,54067012201570412,8728
530640770840236,4021023060076,8684
1604006701260254,5405609201010236,8116
240250510840126,70290560580412,7030
910102010302360412,3805608901040126,3415
160180230760157,24064011001310236,3330
53063010401070122,140290610810106,8299
280360670890115,56067010201260412,16899
9024016102220412,370480610640236,5892
5505806401140222,701808901060114,-3539
9051011201220157,76077010301100143,3577
60240640790103,250280580670143,-739
108108401310238,290370390690154,1082
84089011001220254,640105010602220412,4741
5010018031099,9021037085092,5366
11020022069092,7022053056058,8634
220400430620157,1702505102380254,2644
7060075081089,1001806202380412,7742
1504806001010161,100190220290122,-189
16017056059081,1060115012602360267,4290
50180250680238,406707701220412,7791
43080012201270236,6106708401210143,824
5043010501190266,80290340400131,1163
5107608001020267,1801909901060412,4105
80350430510157,2505906701050119,12801
36077010502220412,2070290430254,4912
390440560670267,10640810890114,4132
230105011702220254,80250510720103,-1466
2504309201540236,1305107701260143,3863
6106709901020121,15023044077090,-601
706006402220412,16018024082086,13200
401005102540267,130250770900222,2422
530770810860236,1004306701310157,9732
2103606401310157,7036064081098,11300
29067011502380412,12015076077092,8131
250510640760102,208909201570236,5250
2505307602220254,701308001010104,11588
510640750890112,270102010302220412,5731
1905108901020115,130210250380254,-3640
27064013102360412,3308108901060114,11321
2503805101200266,32040067076092,5391
20280960990134,160180620920105,-1120
705309801210222,10130250420254,6157
4805106402380412,800104012001270134,10551
10180350580412,10013025051064,7092
1050100510122,620670750990267,5007
110530610620104,1206406701340412,1336
240250380640236,3904205601150267,3580
190430540900222,5808909101040107,3453
180540550890254,12048010201040143,7239
3205907602360412,120290360640238,2562
75076023602540412,250290600800103,2864
507015043058,1308909201040254,3030
1016051056062,507607701100121,559
507080250236,51063076080084,3378
40190670760412,100190430990104,996
580117013402360254,60250670860266,4236
38067011401310412,20290640760143,6055
110430630760133,8019035051061,-1769
1802804301020117,370610640740222,11456
6406706901070412,280360430810117,2313
402506402220266,430450560580236,4174
29061064081089,1603403601130236,2215
805105301540157,33067010502220412,6066
5308008401190122,37051054075076,6874
10025054067077,1019029064076,4195
230340390430236,250280580840222,6477
560580670760115,701904101040412,6200
5105808901150121,5031011402220412,-144
4406807601210222,2305606701030412,2998
18051077089092,190290500790122,7810
2104309801610254,290510740750117,11461
1108909901020236,380530580640119,976
18037010201220134,13019023602380412,4843
10038051064089,25081010701150131,6766
51061012602540412,506306701020103,6036
190310510740131,110250290750134,-3461
2506206701140115,770850890920104,5865
1902505101120122,1502003601570161,3042
250280370810266,804006701060238,1059
2404305001190121,110510760840161,5150
24076010201190412,980104011101170157,438
160320430670157,77098011702360238,-545
250640770890110,540111022202380412,3582
130230670770412,70430640750119,6586
110130420670412,3405806401040117,5224
100104015702660412,2507608401070236,3471
90180640770122,250510580590238,2427
2405106201050412,18043077084092,2024
706406702360412,1602807501340222,2766
904205301060120,290770910920412,11360
402404301570412,18024040054064,1434
2505806101210236,701705301020222,8334
20021032059099,2505608301170236,3006
130290560890101,170220440990254,-5046
1001904801040134,80240250630236,3378
6808008902360254,22025038064077,-2574
180750760790161,2306707701030412,1770
2306408101050412,83096012002380267,2746
4106006101040412,24038051064076,1019
70390670680267,24025060076081,8184
350102010401430412,201706701140238,4760
130105011002540412,80110340400119,-1298
2402504201210157,4023035040067,9335
670840860990254,10105011401190412,-18
1608009202360412,25059067076099,1741
102203201260134,4024043064067,6033
250360380610254,5070240400236,9926
13018040064076,55062015402220267,6027
25038010201070222,1905308201200222,380
290360380670157,2905406101020157,2946
21055077089092,64076010102360412,3623
1002306701050412,1905806701050143,9283
1036010401570238,310510540760267,1913
1602402901540238,107017033064,7832
25034039060081,507010043067,7624
5018056076089,610640810920412,1319
4506408101020412,23025026029077,6482
10013025051077,170580640990222,10179
70250290770102,67090012202540267,-144
640750850890119,50102010502220267,11122
7608909101020119,1053058067090,7347
5014011502360267,80081010501220412,1837
6106406701260161,13053012101570222,11958
10019022025080,1303108101570412,273
2805808201170222,7024010202360412,9658
130370610640104,50058060067089,4774
240640810900412,230510530840254,-238
2407409201210134,11016010601330238,-13542
2402904301020238,2202409101430254,-149
29035040064080,5020029059084,3263
4005806001050222,2205305801060238,-4440
70620670890107,24029056067076,9126
16023029064090,240290480890238,1549
10310610810106,39064010401330143,12656
1902906401020115,130160320900236,10807
5013016018089,76080011001170121,3556
3005408001210236,1306208101570267,10161
67080010201170157,59064023602380412,1325
180550580640412,16029045056067,4799
16021064079091,180260580770134,4997
50250290580127,100160560760236,6721
1905107501270412,3406708901260254,1326
230670760800157,24062010401430157,5270
608108401070412,110250550920104,1682
19098012702360412,1602507501020222,4383
4206408901170121,120510750910102,-3031
1805907701570267,160330550640238,6244
2906206402380412,23058059075076,15301
280370510790157,5608208901190238,4734
100350670790105,505408901310236,5828
19025055081098,2305608901150236,6915
180580840990121,29039015702540412,10317
7025039060067,43056076081092,2805
23045051076085,102040240104,7631
5807607702360412,40230240250222,6366
260105011401190120,100230600890110,6537
1906708901050134,13037045051077,10805
2706408901190121,2903807701170121,9011
170180190420412,1203806401430222,10682
1050100790104,6707709101260412,2922
3205106801430238,1306408101020267,1808
210240430590115,340510580790254,980
17031010101070133,90290640770105,15326
53080010501210236,350580810840412,5569
100290640690412,240290350430115,4855
2505906101100254,8033051076089,2461
40067010202380254,37089010201070238,1441
190380640890236,1706308101210122,7345
10170270600110,407709802360267,9243
640110012702660412,18024061072092,5445
105108601150121,150170190890238,-2059
20420530640157,602306701020412,3252
1104209201330412,2506406701150126,7525
160480620760222,80081011301260412,1953
220610760920121,29055010201260143,10011
180450750790131,5807608601540238,13000
6018051098099,90360640810238,-2466
5806707701150412,4406407601190122,3437
100107011501170236,790121013402220412,2962
2405806701050412,10110240280134,6719
5051010101020412,40250560580236,6397
130150360780121,70250770920133,559
230290400550121,2705306101020110,-3147
401702901140154,100530670920157,6444
707709201040412,4080670790101,2505
160260510580254,507064081089,2749
1701904301040115,2602707701190131,16563
70260510560122,250380620640133,7161
2407507601100412,250420580770115,1301
2005306701170154,4306407701050236,2832
1904006801050236,240610670980412,1348
4305107701340412,36089010302220254,11112
2405408401040267,1064010501570236,4360
100180250620102,1606807702360412,6734
23076011502360412,1029048055062,11386
160540580820133,50430800960127,-1476
260510640850254,100130190360222,2653
1802706401570412,250510540890121,7484
16029010701570412,705406201170119,-2432
90150440610106,16051075077080,3571
13025010201190157,390480510550267,5065
43051056080099,1603906402220412,5206
100600670860412,70240610640222,651
18019025064092,90510580610412,5261
61062011901570161,100240250640236,13714
1501607701060113,1305408901200222,7083
5018037055062,2405305601050236,4961
1302907601130254,160310370640222,-3249
1301608901210236,5081010201030412,10196
13019025051082,1058010502360266,4261
64080011502360412,510580610890254,1587
190860890990222,9015064077091,3948
13080022202380412,140400560920236,424
7607709202220412,1001301601040238,-4510
12022038058080,33067069089098,6090
10240510770134,600750890910104,7666
23064067075076,2404308901210222,1749
56067014301540238,11013051060064,8769
240670800890103,20510570920122,9020
9015016058099,6407607701190154,-462
6033010701150161,3305109201570222,8746
6013018019089,6080100580102,20480
1080240270104,510620840920106,145
70640670800103,5506708301050238,10201
90160360680222,40056010301260236,4430
4018038075077,50430510980105,5290
250107011702360254,390600610760119,3608
13077015702220412,1001501901170266,6541
1805909001020412,110670790980105,8470
1340154022202380254,9022035080085,3195
18038011101170157,420590770890115,8112
1602905601020267,70290350640412,-1668
230760860990236,170850920990161,-8295
506808101050161,510760790920117,3427
7098012102360412,1406006101030104,887
29055056077089,3204104301050236,3439
600760850890119,801108101030412,1224
62068023602540412,2050510890117,2205
1908408901040105,3704507501020222,3515
506709902540412,1607607701220222,3182
16037051076077,10805601100134,3001
501607402380266,110140510990134,-4723
590105022202380412,120140510770105,5146
22024012101610238,1006707502660412,2609
15024054055064,2306409101030238,21
40090010201270236,290440750760238,-252
70250590640119,5606708201050412,5219
250510550600122,907909801570236,3766
702404801190412,3019051058089,3020
70230430670102,40160640980236,-602
8108408901070157,640670760980412,10441
105015031089,16024055058067,12863
160580590820222,1306709001310412,8515
20100210890134,7808109001260267,7855
28064010302360412,702102501070122,8470
110250680810115,15056075076079,5738
100220240610121,320450500890222,7359
90220250800112,18062013402540412,6992
7016059067077,6106206701220412,5962
2502906401540412,110580760890236,4957
230240250430222,5306709101200122,4223
406209801020222,420550800890122,4260
3305906401040267,180250540550121,109
180102012201570412,290530770920238,9910
5106408401140161,25054055056067,3219
1707607702360412,60380680760154,8924
320510740860412,250640810900121,-5007
6106206901020238,5306408101220127,7091
2802908001610412,9029038059081,2765
1902506101100121,290410540640267,1389
15016045077092,60160640750103,6353
1102104801030412,190400640860119,-4052
5107608601170254,36043010201030119,9616
2406707601140161,190230250510105,3426
1102708901190157,180190250360117,-949
140420640800412,4024037051092,6630
40220240770412,105808001050222,7595
590610800890222,50250510620105,13004
50230380430236,2105608601270412,1653
220350590990238,24053011501260236,7589
1702102501060115,5807608901210133,7699
505106701020238,90220580990105,-6770
5041011402360238,64076011701190157,6982
504008201020119,5906307601060222,5339
11024044076085,708012102360412,7948
606707601210157,6090620910111,8278
21089011401570238,25029010601340238,-2438
230670760770238,280670810920412,3078
2407408101220412,1408109901050126,2423
1305508002220412,220510640840126,4345
1702209001570254,36053010301540222,5440
290360640840267,7019058061067,7322
1006406701020143,240350510530238,281
110430670990114,13053010201190120,9670
5305608401570222,6106709801430154,5771
1807708901220131,403706701020121,-2233
18022024029043,13018035081089,7384
1904805301040115,70250510800122,7494
903908901040238,20100290320412,8675
19040010201050110,100220320750412,5870
160540800990222,6108909201210236,6427
50300670800412,190510580760134,4656
5506206802360412,140160450670111,8920
100250320670238,6408108901190238,5304
10110630740266,1603205101120117,-6210
77089012101340236,430510890980121,5350
190200670840117,40350540580154,-1936
250350510640412,530670770800117,3354
55058010401210267,130430610670102,1907
130640810890121,506106201190412,5970
1602308902220238,200290800820114,9367
13054010502360412,39051010201030117,3883
